id,accession_no_csv,object_work_type,title_text
4fa12d46-6ff1-48c3-b33a-c6077ecfcee3,2017-01040-131,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver and others seated around a table"
08141f4d-f264-4cf5-9915-70444357cd2c,2017-01040-132,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of two tailors"
505ad8e2-9f5e-41c4-8713-34e6c4b2c91a,2017-01040-133,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver and others on stairs"
a01af8fa-9074-419f-8f6a-bcaf416f80f9,2017-01040-134,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of two men in turbans sitting"
84816a2e-5721-46fc-b67c-7dd90a9dc677,2017-01040-135,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver at the beach"
aea6ab8b-f4ae-4fa3-8d17-f47acedc837f,2017-01040-136,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver at the beach"
7a0fd837-a479-460e-bcb2-1d101ae11ec9,2017-01040-137,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with cactus plants"
6b8b758a-91eb-490f-b008-9654e951112b,2017-01040-138,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of man at the beach"
e97534e0-8bfe-4fd9-9e78-7c8a11d4d60c,2017-01040-139,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with camera"
36fb442f-c0ae-446f-8162-5a206dfafd06,2017-01040-140,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of street scene"
6b5836a9-0cea-4f43-9099-4d1fdf379662,2017-01040-141,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of path by river"
3fab1a88-ab09-4cd1-a667-caa66f08a2ba,2017-01040-142,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of aerial view of urban landscape"
8b23be5b-cdd3-40c4-991d-ceae7a398fbb,2017-01040-143,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of river"
e7008492-7abe-4620-b570-86f1b03fcfba,2017-01040-144,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of land form"
d7b95087-5ba3-48a6-ac47-19f3275fb7ee,2017-01040-145,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of natural landscape"
449c2f43-35b9-42fe-9a52-1b568553dda1,2017-01040-146,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of group at Haw Par Villa"
09387b5d-f9f0-472f-ba76-01835b47c571,2017-01040-147,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of boxing match"
832da1cb-c562-47b1-a7f6-1520a64a1a4d,2017-01040-148,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of boxing match"
9b00880f-cddb-4692-a7b7-40ac74fb9ad6,2017-01040-149,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of man in forest"
999f6f86-ae1a-4d3a-9881-c23e6956bd86,2017-01040-150,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with others at dining table"
2a88d7f3-5a9b-4c5c-bbd4-0c4247197a62,2017-01040-151,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with woman on vehicle"
0654346e-eca7-4df7-b4e0-924392b740f4,2017-01040-152,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with large bag"
0eac0b6d-23eb-4f86-80b3-7dd63660b896,2017-01040-153,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of uniformed women by plane"
5950370f-820d-45a9-a73d-1116cf3c4091,2017-01040-154,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of durian branch"
0d7e7d17-cb4b-42d3-873a-3b7afeb98893,2017-01040-155,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of military men along gravel pathway"
fcae6672-2bca-47b7-a14e-75bb6e208b89,2017-01040-156,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver in car"
a5fcbeb7-0eb8-4f0b-af11-4f1e41e0e519,2017-01040-157,black-and-white photographs photographs,"\"Personal photograph album titled \"\"Sixteen Months in Singapore\"\"\" Sixteen Months in Singapore: Photograph of Corporal A. Silver with man"
c029e41d-91d2-4324-b9ee-385a44346567,2017-01048 TO 2017-01057,line drawings (drawings),Music Box series
82504eb5-182f-4f24-a563-6f8405ff4e1c,2017-01049,mixed media works?  line drawings (drawings),Music Box P
e7e94f3d-53b2-4fff-9020-731be1a01aed,2017-01050,mixed media works?  line drawings (drawings),Music Box Q
e9f33723-f195-4710-b474-58bc7507b6ac,2017-01051,mixed media works?  line drawings (drawings),Music Box M
bd000204-cba7-4f3a-b8e7-853dc0c6ba52,2017-01052,mixed media works?  line drawings (drawings),Music Box L
8474809a-ef8d-403d-87fc-cbbcebb2c6c7,2017-01053,mixed media works?  line drawings (drawings),Music Box I
2a87d37d-de28-421f-b62f-51a511c9b222,2017-01054,mixed media works?  line drawings (drawings),Music Box F
a00abefe-4340-411d-a501-fcbb74148fe3,2017-01055,mixed media works?  line drawings (drawings),Music Box E
d1fe86de-6498-4a3e-8762-c1550dee73c4,2017-01056,pencil drawings  line drawings (drawings),Music Box K
812d3fc2-5535-4fbb-829e-928b41a109db,2017-01057,pencil drawings  line drawings (drawings),Music Box J
d74c32a9-c299-45b8-8762-f10fa8b804fe,2017-01074,kebayas womenswear,Kebaya
75fe78a5-3b77-4ce1-960e-7df3a5188594,2017-01077,panoramas  oil paintings (visual works),"View Of The Bund With A Regatta In Progress, Shanghai, 1849–51"
3e6055b1-3824-48b3-860f-0c45d333259d,2017-01078,Sculpture,Mother and Child
6fc761b8-452c-4a22-9f8a-e87b2207744e,2017-01084,lecterns,Lectern With The Jesuit Monogram
e718aacd-dc6f-4989-8116-2f85c91eecc3,2017-01150-001 TO 039,violins,Violin from the collection of Mrs Marimuthu Gopalakrishnan Violin And Case
d2ded517-3de2-4573-99c6-e7051c55dc0b,2017-01155,canvas paintings oil paintings  (visual works),"Beggars in the Mist (Gadawpalin Temple, Pagan)"
60720f46-6455-40b0-99ab-a34a99c14251,2018-00001,neckties neckwear,Necktie belonging to Justice Choor Singh
ae1aa14f-a9d3-403e-98b7-f77e09f7a830,2018-00002,neckties neckwear,Necktie belonging to Justice Choor Singh
178e2b98-2931-42c6-a4d5-c4a22e86680b,2018-00003,neckties neckwear,Necktie belonging to Justice Choor Singh
dfe2d32b-e39f-4e50-8ad2-efb5dc4e8b92,2018-00004,bangles bracelets (jewellery),Kera (bangle) belonging to the late Justice Choor Singh
6d10edfe-7b1e-42c3-ae09-a11ef02a67b1,2018-00005,wrist watches,Watch belonging to the late Justice Choor Singh
53b700cb-c24f-4221-b495-03b99a6acd9f,2018-00012,installations (visual works),"TRANCE 
Part 1: WARPAPER
Part 2: Video Installation (Year Zero; For What It’s Worth; Are We All Just Dust?; Thousand Hills) 
Part 3: Metamorphosis  TRANCE"
e7ee3f22-7e38-46a0-90e2-c43aca8cd930,2018-00013,multi-channel video installation video art,The Game 24 Channel video work
ca757d9f-0cdc-4844-ba63-2bee8fef9b32,2018-00014,multi-channel video installation video art,Falim House: Observations 10-channel video projection with sound
22a2dd77-363e-4b1e-8e2f-03ca33950b53,2018-00015,installations (visual works),Invisible Force
e6cf9b81-45ff-4392-b25c-581ee6a4ecf7,2018-00016,installations (visual works),Dust (Singapore Galaxy)
b9db89d8-04e5-4a9a-bf1c-471c000370a3,2018-00017,installations (visual works),The Thin Black Line
e9f0a80e-241e-4d93-a894-16a9bc37c8e4,2018-00018,single-channel video video art,EARTH
c021e428-6b90-4d49-9ca1-df624bc6189f,2018-00019,cartes-de-visite (card photographs),Carte-de-visite of Seah Liang Seah
24990947-2469-40bf-8757-15bbeb578aa9,2018-00020,photochroms,Photochrom of Boustead Institute
f6f1d04e-d806-43c7-b805-c6e97b3e7e91,2018-00021,photochroms,Photochrom of Battery Road
30905485-a238-4eec-8696-9ce206e3bf2e,2018-00022,photochroms,Photochrom of Government House
d9e6d62d-9b00-4222-8dab-a04207612ce8,2018-00023,colour photographs photographs,Portrait of a woman and child
35c743d5-eef1-4d10-8ada-c2a4c4def776,2018-00024,colour photographs photographs,Hand-coloured Wedding Photograph
735e184e-5e10-496a-83de-77f6908cf536,2018-00025,colour photographs photographs,Hand-coloured Photograph of a Family
93834516-9bab-466c-b7f1-ef907ea7626b,2018-00026,paperbacks,How to make a Good Photo: a book for the amateur photographer
ed240243-0e78-44e4-831e-c8aeb7daef59,2018-00027,hardcover books,Cover of Drawing Book of Han Hong Yoe Drawing Book of Han Hong Yoe
7c6b62e5-c825-4d14-be58-8aa3fbc24ed7,2018-00027-001,hardcover books,Drawing Book of Han Hong Yoe
aea46a0d-bf59-4604-abbc-50eb55db06b4,2018-00028,photograph albums,Album of Carte-de-visites
c19e3a58-2efe-41dc-bbe5-27f6e05e8da0,2018-00028-001,cartes-de-visite (card photographs),Eight Carte-de-visites  Album of Carte-de-visites
e1ad34bf-608c-4cdf-8c0f-3e57d85fdfce,2018-00029,black-and-white photographs photographs,Photograph of students from Singapore Chinese Girls School
3cddb52b-cc32-4711-9a89-4acba405f4da,2018-00030,black-and-white photographs photographs,Photograph of Tiong Hwa Hway Kwan Student Band
8fefcdd8-b881-464e-b29d-f97503f44f2c,2018-00031,black-and-white photographs photographs,Photograph of The Oleh Oleh Party The Oleh Oleh Party
37feb99f-6e21-4c25-8201-01c215eddace,2018-00032,black-and-white photographs photographs,Photograph of Sunbeam Musical Party Sunbeam Musical Party
402e95de-8a41-4fb8-abdc-c163d196018b,2018-00033,chalices (liturgical vessels),Silver chalice
76dbaa8e-dda7-4ba3-ada1-48043d8bc59d,2018-00034,hardcover books illustrated books rare books,"Henry. Keppel’s, A visit to the Indian Archipelago, in H.M. ship Maeander, with portions of the private journal of Sir James Brooke, K.C.R."
c4d58d63-51e4-4303-aeff-56aafa847ca0,2018-00035,compilation manuscripts manuscripts (documents),"Dutch manuscript with colour drawings of 201 maritime flags of the world
C1740"
e4f7f613-f986-44d8-b523-279933c32fa2,2018-00036,lists (document genres),"List of unrecorded medicines issued by Dutch East India Company (VOC) and Dutch West India Company (WIC).for their overseas garrisons.
1742"
eea9b1cc-770a-460b-a64e-c433f91eff6c,2018-00038,rare books books,"John Skinner’s, A true relation of the unjust, cruell, and barbarous proceedings against the English at Amboina in the East-Indies, by the Netherlandish Governour,"
ff0ad1e5-43df-4db9-a600-bd7cff7c42a8,2018-00039,administrative records records (documents),"Detailed instructions and information for VOC officers arriving in Batavia and the Cape,watermarked with an equestrian portrait of Willem IV, Prince of Orange Nassau
1748"
f510e759-7444-4329-ae26-42e780281e68,2018-00040,religious texts  document genres,"Dutch book of sermons in VOC binding
4th edition"
2a83f0f9-2fce-42f3-b47f-9d3e372427eb,2018-00041,sculpture (visual works),Head of Buddha
fece3a6d-d3ab-4ec7-954c-59ffcfbb6b65,2018-00042,installations (visual works),"??????? (Lay down your weapon, follow me)"
9fd1f0dc-369a-4879-8bc6-4564b5d735a3,2018-00044,paintings (visual works),Space Probe
f8b09423-a218-44d8-8f0c-d00b46162cb1,2018-00045,paintings (visual works) oil paintings (visual works),Children of the Sun
bd1d89af-669e-4d3f-88b2-b370a824e32f,2018-00046,digital prints artists' proofs black-and-white slides,Three Workers
e150edf6-7fb2-4496-91c2-44012cb08ab2,2018-00046-001,digital prints prints (visual works),Three Workers: Original Artwork Three Workers
6f463cc7-5cdb-484f-93ac-066ac4c626d9,2018-00046-002,artists' proofs proofs (prints by function),Three Workers: Artists' Proof Three Workers
fc71bd23-cf61-4b51-a19d-580ba5ac82d4,2018-00046-003,slides (photographs) black-and-white slides,Three Workers: Original Transparency Slide Three Workers
ad042d0b-c9f8-4c74-a772-699ab0ea11c3,2018-00047,digital prints artists' proofs colour slides,Under Construction
be489f9a-e361-4385-aab1-6d850b57aca7,2018-00047-001,digital prints prints (visual works),Under Construction: Original Artwork Under Construction
a471e596-1d0b-4b4a-b636-21026272402f,2018-00047-002,artists' proofs proofs (prints by function),Under Construction: Artists' Proof Under Construction
6ec822f5-dcdf-4382-9184-9fd2a3e05abe,2018-00047-003,slides (photographs) colour slides,Under Construction: Original Transparency Slide Under Construction
2389afb4-cc26-45af-8513-4fc87c8f8899,2018-00048,digital prints artists' proofs colour slides,Two Workers
f4a4cac4-e5ac-4ebc-914a-f661b1c2cfce,2018-00048-001,digital prints prints (visual works),Two Workers: Original Artwork Two Workers
a7f48fb4-38dc-443d-b481-45e52751412f,2018-00048-002,artists' proofs proofs (prints by function),Two Workers: Artists' Proof Two Workers
5e2415d2-64bc-4cc3-ac33-d718743a302e,2018-00048-003,slides (photographs) colour slides,Two Workers: Original Transparency Slide Two Workers
6b7a551e-8596-471a-981b-922a73b3aae6,2018-00049,photographs black-and-white photographs,Industrial Century
36f2c0f1-7014-427e-95f7-7a45b51f0006,2018-00050,photographs black-and-white photographs,Under Construction
6b6e37d6-4d19-4e6f-85b6-ae425dce4083,2018-00051,digital prints artists' proofs colour slides,Iron and Steel
b5e89598-9c92-442f-9c0f-030b48ea88b9,2018-00051-001,digital prints prints (visual works),Iron and Steel: Original Artwork Iron and Steel
2476a0f1-90d0-43a0-8024-5fd70d82d93e,2018-00051-002,artists' proofs proofs (prints by function),Iron and Steel: Artists' Proof Iron and Steel
1e9f747a-1fdd-4553-b3cf-00b9fb2566a3,2018-00051-003,slides (photographs) colour slides,Iron and Steel: Original Transparency Slide Iron and Steel
f59f74dd-f8a9-48b5-9a78-54f5ad0a05c9,2018-00052,digital prints artists' proofs colour slides,Z
5ecf2ac3-7b2e-4cec-a51a-0a0a26785dd8,2018-00052-001,digital prints prints (visual works),Z: Original Artwork Z
40621ec4-ac05-422e-9e04-5ca587089260,2018-00052-002,artists' proofs proofs (prints by function),Z: Artists' Proof Z
867ff644-f2d9-4621-b67e-fb279ede4473,2018-00052-003,slides (photographs) colour slides,Z: Original Transparency Slide Z
09d674dc-20fa-4391-9c2a-d3b67e000d05,2018-00053,digital prints artists' proofs colour slides,The Frame
b841d9d5-b59c-462e-8bde-270f28153d08,2018-00053-001,digital prints prints (visual works),The Frame: Original Artwork The Frame
73c127bf-4cde-4505-9dd3-a9e430408453,2018-00053-002,artists' proofs proofs (prints by function),The Frame: Artists' Proof The Frame
b9d8847a-edfe-4784-a5d9-33881451f7eb,2018-00053-003,slides (photographs) colour slides,The Frame: Original Transparency Slide The Frame
cb52d543-4b4e-4508-954d-35b7df2d47e0,2018-00054,digital prints artists' proofs colour slides,The Painter
4ac004e5-4049-484a-8899-75b29980db50,2018-00054-001,digital prints prints (visual works),The Painter: Original Artwork The Painter
ee4ad632-6552-4edf-a000-735820106243,2018-00054-002,artists' proofs proofs (prints by function),The Painter: Artists' Proof The Painter
95e796c1-cb4d-47c0-9db5-73ccc97667f0,2018-00054-003,slides (photographs) colour slides,The Painter: Original Transparency Slide The Painter
04de9643-12ff-4706-be8f-39b60c1c5986,2018-00055,digital prints artists' proofs colour slides,Tough Job
e5f35075-6930-44af-ad05-cfe2ddb85822,2018-00055-001,digital prints prints (visual works),Tough Job: Original Artwork Tough Job
8052cd71-cfb4-424e-9075-ebd62a891834,2018-00055-002,artists' proofs proofs (prints by function),Tough Job: Artists' Proof Tough Job
98209a54-3603-46bc-b2ea-3566f0247240,2018-00055-003,slides (photographs) colour slides,Tough Job: Original Transparency Slide Tough Job
49421007-461f-4094-89e7-8a3ab0b9f5d5,2018-00056,watercolours (paintings) paintings (visual works),"At Singapore, a watercolour painting by William Godfrey Rayson Masters"
21a2b1f9-fc00-446a-b70b-f22d1be58c46,2018-00057,copper engravings (visual works) engravings (prints),View of the Amsterdam Harbour from the Sea
3abc8ad0-f596-4ada-9abe-57048d504529,2018-00058,cartes à figures (maps) maps (documents),Jan Jansson's 1632 Map of Asia
b47d374e-d3b9-466d-9723-6b01512523f4,2018-00059,pictorial maps maps (documents),Van Keulen's Map of Java
1f1855fb-a6bc-4641-b1ac-770ab1eacbaa,2018-00061,copper engravings (visual works) engravings (prints),Engraving of a Dutch man-of-war
ff880d7d-7e35-43d2-b08e-51e4a3d03a92,2018-00062,pictorial maps maps (documents),Visscher's Map of Southeast Asia published by Pieter Schenk
8f9690b7-42cd-42dd-a7c1-e3bed23ddefa,2018-00063,charts (graphic documents) graphic document genres,Matthaus Seutter's Flag Chart of the Seafaring Nations printed by Tobias Lotter
debefdc7-6713-443a-a805-8bfdefd9d00f,2018-00064,pictorial maps maps (documents),Blaeu's Map of the Moluccas
4198dd3a-9e2a-40c8-ab63-90c612476a03,2018-00065,aquatints (prints)  etchings (prints),Surrender of Sultan Mahmud Badaruddin II after the Dutch expedition against Palembang
851afb94-e34b-446d-b8c8-ec281b11b81a,2018-00110,black-and-white photographs photographs,Studio portrait of children in New Year attire
cff6794e-a617-4aec-8ac7-419721e1e802,2018-00111,black-and-white photographs photographs,Studio portrait of a Peranakan girl
eb99fae1-d65c-45ad-80e5-2e875ef105fa,2018-00112,black-and-white photographs photographs,Studio portrait of a boy with neck cape
fdb64f8a-45cf-474c-89f1-ac5c4e2453d8,2018-00113,black-and-white photographs photographs,Studio portrait of  two nyonya
7419abf3-2fd7-4a04-864e-961d3d547dd7,2018-00114,black-and-white photographs photographs,Studio portrait of a nyonya
91f60576-59fb-4042-94b6-1bcfb2cb35d9,2018-00115,black-and-white photographs photographs,Studio portrait of a nyonya
64921f76-66ab-4211-9755-1eab8338d471,2018-00116,black-and-white photographs photographs,Studio portrait of a nyonya
688bd439-8da2-4e29-8037-b1cfe14cd93a,2018-00117,black-and-white photographs photographs,Studio portrait of two Peranakan Indian nyonyas
cad3f744-57fe-4bc8-97bc-4803da5418a9,2018-00118,black-and-white photographs photographs,Studio portrait of a nyonya and a girl
e4d82b2e-d5ea-44bc-8839-7a9a59b545fe,2018-00119,black-and-white photographs photographs,Photograph of a Chinese grave guarded by four lion statues
45d8aa25-b9fa-4e78-817f-29facd0e8726,2018-00120,black-and-white photographs photograph albums photographs,"Album leaf with three photographs of Malay, Peranakan and Javanese women Album leaf with six photographs of Malay, Peranakan and Javanese women"
7fbb06cd-f90a-41b8-b324-a7b53ec789ea,2018-00121,black-and-white photographs photographs,Studio photograph of Chinese towkee with boy and servant
ae8532c7-7037-4963-abd2-cd07d39c22ad,2018-00122,black-and-white photographs photograph albums photographs,Album leaf with four photographs including Cheang Hong Lim Album leaf with five photographs including Cheang Hong Lim
c38652d3-42d2-4040-ba54-016c9091a8f2,2018-00123,black-and-white photographs photographs,Studio photograph of four women Studio photograph of four women and a seated man on the verso
fe0a2242-048d-4983-a752-d48b9d96d2c4,2018-00124,black-and-white photographs photographs,Photograph of two Chinese men and a child in courtyard
652f4d9b-df0e-4952-9cee-4691bb2670de,2018-00125,cartes-de-visite (card photographs),Photograph of two Peranakan children
7381448b-8531-4143-940b-d2ae23772abb,2018-00126,cartes-de-visite (card photographs),Photograph of John Mather
bd48394e-b457-4ec2-8316-5a8735d0a723,2018-00127,cartes-de-visite (card photographs),Photograph of John Mather
ba39ef29-d699-423b-88a4-20cdf3427837,2018-00128,cartes-de-visite (card photographs),Photograph of a Chinese man
9cbda4f0-9abd-451a-94da-b1106dd6119b,2018-00129,cartes-de-visite (card photographs),Photograph of a Chinese man
81940f24-7619-47e5-ba5c-f029b43e491c,2018-00130,cartes-de-visite (card photographs),Photograph of a seated nyonya
578dc868-0702-41fd-bb94-4505aa3e6b9e,2018-00131,black-and-white photographs photographs,Studio photograph of a Batavian Peranakan Chinese bride
18968413-9002-43a8-8237-10068065d9ca,2018-00132,black-and-white photographs photographs,Studio photograph of a Batavian Peranakan Chinese bride
ee3640fb-189a-4d23-ace3-54054c6c63f6,2018-00133,cartes-de-visite (card photographs),Photograph of a Chinese man
87d61e82-fb4e-43b3-bad4-eaf1f9c5c9e6,2018-00134,cartes-de-visite (card photographs),Photograph of Gho Boen Keil
be779b78-94f8-48ae-aa00-41193dfca048,2018-00135,black-and-white photographs photographs,Studio portrait of a seated man in Chinese official robes
7f05cdcb-e17a-44db-bd8d-2c55205c9fe9,2018-00136,black-and-white photographs photographs,Studio portrait of a seated nyonya and a girl
7f3ba3f8-4c02-47af-a586-0eaadf1af1e0,2018-00137,black-and-white photographs photographs,Studio portrait of seated nyonya with two children
e4683051-8f9b-4a05-bb74-e4cdea16dc49,2018-00138,black-and-white photographs photographs,Studio portrait of a seated nyonya with child
eaa44c91-9405-4ba3-b3db-d2f39c96ab56,2018-00139,black-and-white photographs photographs,Studio portrait of a seated nyonya
23c0ec79-2eb7-4033-81f7-e57af6a6d7be,2018-00140,black-and-white photographs photographs,Studio portrait of a seated baba
19546c77-a33d-442c-ae15-bfa47b18e017,2018-00141,black-and-white photographs photographs,Photograph of Chinese cemetery
7dc33abd-21a4-468d-aa6c-fb66a61f7ab2,2018-00142,black-and-white photographs photographs,Photograph of Chinese cemetery on a hillside
955b0c0b-8120-4739-b584-f0b9d9e72d37,2018-00143,black-and-white photographs photographs,Photograph of seven Peranakan children
06075782-0cda-4310-b6f4-d3d7ad0be042,2018-00144,black-and-white photographs photographs,Photograph of four Peranakan women seated at foot of tree
eec7d087-f342-4d7c-aebe-3bfc886b646d,2018-00145,black-and-white photographs photographs,Photograph of a young boy
fa0a41a3-046d-4fc9-8917-ffe7103d71d3,2018-00146,black-and-white photographs photographs,Photograph of three nyonyas
721e59a1-2eef-46ec-af2b-d66b29b9665b,2018-00147,black-and-white photographs photographs,Photograph of four nyonyas and four children
1323dc9e-864d-4564-bc00-e648ac3f9f67,2018-00148,cartes-de-visite (card photographs),Photograph of Chinese woman
d908c425-e313-4a06-983e-71954cba4659,2018-00149,cartes-de-visite (card photographs),Photograph of Chinese man
43c4d1a4-144e-4802-8d5a-a5dba0dbb3b6,2018-00150,black-and-white photographs photographs,Photograph of four seated nyonyas
d76eea90-f388-4592-9db6-64781e5d5821,2018-00151,black-and-white photographs photographs,Photograph of two nyonyas and three children
493cf148-2722-4b32-a77f-f564557f5431,2018-00152,black-and-white photographs photographs,Photograph of a seated Chinese man
ed7761cd-a123-4504-886a-210107442fe6,2018-00153,black-and-white photographs photographs,Photograph of a group of Anglo-Chinese School students
27c7c764-1b06-452d-812e-fe6bd6c862cb,2018-00154,black-and-white photographs photographs,Photograph of a road with carts pulled by oxen
09348d6f-fa32-4573-90db-44a670fc50a5,2018-00155,black-and-white photographs photographs,Photograph of Charlotte Adelheid Vosmarr with a dog
b585c064-181b-4a59-9039-90648ccf30ad,2018-00156,black-and-white photographs photographs,Photograph of the Vosmarr family
58ea1b88-92ae-47f1-9bcf-d383e7f99cac,2018-00157,black-and-white photographs photographs,Photograph of a colonial bungalow with family and servants
ec4ee4b6-1b3f-4f97-870e-a4697ecba91e,2018-00158,black-and-white photographs photographs,Photograph of a group of Europeans in the verandah of a colonial house A group of Europeans in the verandah of a colonial house
ba2ac2fc-3ce7-4790-ab6b-c26b113aac5d,2018-00159,black-and-white photographs photographs,Photograph of two Indo Eurasian ladies with a baby
d79bbc8b-b19d-4fe4-8d86-586584e78524,2018-00160,black-and-white photographs photographs,Photograph of three nyonyas Album leaf with two photographs
6b560fa4-a402-48a8-9866-ed17ef2c561a,2018-00161,black-and-white photographs photographs,Carte de Visite of an Indies lady in morning house dress
c87430df-233a-4933-9efe-af4cc799762f,2018-00162,black-and-white photographs photographs,Photograph of three seated Indo Eurasian women and a standing woman
2c6136bc-aada-4227-8a82-0257d7edda0a,2018-00163,black-and-white photographs photographs,Photograph of two Indo Eurasian women with a piano
e3f3f43b-b743-4301-b546-391bfb22d4ed,2018-00164,black-and-white photographs photographs,Photograph of a nyonya
1f1ae6ba-5674-4240-ad0d-678085691061,2018-00165,black-and-white photographs photographs,Photograph of six Indo Eurasian women and three men
bdda2915-6bea-4dc2-a436-702db7bc87d8,2018-00166,black-and-white photographs photographs,Photograph of two Indo Eurasian and a child on a patio
5a004ba9-b5bf-4f15-9d6a-cfc8186e2ec0,2018-00167,black-and-white photographs photographs,Photograph of the Sharpshooters Society of the Crown Prince of Netherlands
18393fd7-b19f-47d2-b113-b4cdbc9cd4fd,2018-00168,black-and-white photographs photographs,Photographs of a Dutch-Indonesian banknote
9c47a4b6-76d2-4b40-a970-3cbb621eaaed,2018-00169,black-and-white photographs photographs,Photograph of a Chinese woman
c062f40c-45be-4799-af86-ec7fdeec4d98,2018-00170,black-and-white photographs photographs,Photograph of a Chinese woman
f86d705f-d163-4f4f-8a72-87c2c3eed293,2018-00171,passports,Passport of Tan Tik Sioc
d89a9a47-5f65-4424-91f1-104d92c71dd7,2018-00172,black-and-white photographs colour photographs photographs,Passport portraits of Herbert Lim Eng Kwan
4b61d353-8657-4248-b388-c02e5dac607e,2018-00173,paintings (visual works),Affectionately Yours No. 1
21664d38-2b3b-43b6-9b18-b9f05e13043e,2018-00174,black-and-white photographs photographs,Photograph of Alice and Agnes Tan
8ac72b01-c700-45f8-aa4d-8f8ceb566bf0,2018-00175,black-and-white photographs photographs,Photograph of Lee Chin Koon
ff651600-72a7-464e-ad39-c33c16e9b9bd,2018-00176,colour photographs photographs,Photograph of Ong Tiang Wee
49427bc2-d92e-45ef-bdb2-f01fe7c20aa4,2018-00177,black-and-white photographs photographs,Photograph of three men
8b998635-9bfa-47d0-a479-dc128b86016e,2018-00178,black-and-white photographs photographs,Photograph of a group of men in black tie
74dc12de-5054-48dd-9a9f-0ee2601652ad,2018-00179,black-and-white photographs photographs,Photograph of a man in sarong kebaya with a parasol
b9094761-d79c-4f0a-a4ab-c268dd05cacb,2018-00180,black-and-white photographs photographs,Photograph of a group of Peranakan children
a447b395-1479-4f86-995e-4385318fde9a,2018-00181,black-and-white photographs photographs,Photograph of Rabindranath Tagore and members of the Theosophic Society
7a213dda-871a-4961-b78e-37770ab7d149,2018-00182,black-and-white photographs photographs photograph albums,Album leaf with nine photographs
59c3a447-7ca1-4af4-95f5-d37582688f6d,2018-00183,colour photographs photographs,"Photograph of Herbert Lim, Mavis Chew and friends"
